"","phenotype","Vplate","Vplate_constraint","Vmom","Vmom_constraint","VA","VA_constraint","VI","VI_constraint","VR","VR_constraint","heritability","heritability_se","VA_LRT_chi","VA_LRT_p","p_adjust","n_samples","n_snames","model_number"
"491","asv_richness",4731.19378537944,"Positive",0.000291127739653297,"Boundary",1099.84543083076,"Positive",0.000437493810253544,"Boundary",2876.95832613102,"Positive",0.126302899542165,0.0199937640592436,9.58520285419945,0.00196151765871067,0.011769105952264,2000,200,"4-7"
"492","p_Cyanobacteria",0.000322017800510362,"Positive",8.64973774903081e-05,"Positive",0.000172564850665928,"Positive",1.72721347097698e-10,"Boundary",0.00269877075643262,"Positive",0.0526136257059057,0.024983938626179,2.47999068637364,0.115302935597815,0.188217266755737,2000,200,"4-7"
"493","p_Firmicutes",0.00108765982401585,"Positive",1.43056445891014e-09,"Boundary",0.000783321370075632,"Positive",0.000478050160861625,"Positive",0.0141370050687371,"Positive",0.0475142285248042,0.0380184810144357,1.68070217010245,0.194831176755111,0.277086270509611,2000,200,"4-7"
"494","p_Proteobacteria",0.000119459878989391,"Positive",4.97378235650722e-05,"Positive",0.000116290751245671,"Positive",0.000241391682360089,"Positive",0.00171132540376233,"Positive",0.0519571367202028,0.0579439236678096,0.906910859634081,0.34093538931048,0.432171620252721,2000,200,"4-7"
"495","pc1_bc",0.00277099164099125,"Positive",1.98924487076844e-09,"Boundary",0.00773742389676857,"Positive",8.57645675174573e-05,"Positive",0.0196579501509755,"Positive",0.255764579963454,0.0693425106021539,13.7439342380885,0.000209496243246732,0.00377093237844117,2000,200,"4-7"
"496","pc2_bc",0.00177726797852652,"Positive",1.92221775113879e-09,"Boundary",0.00201988615206187,"Positive",0.00167766730614492,"Positive",0.0189955803262218,"Positive",0.0825440470067013,0.0542481710892545,2.53509789468808,0.111339981001274,0.185566635002124,2000,200,"4-7"
"497","pc3_bc",0.000823781543557844,"Positive",0.000335146614158653,"Positive",2.94001303380604e-09,"Boundary",0.000698779609949109,"Positive",0.00945639161873808,"Positive",2.59853848673575e-07,7.7470370208068e-09,-4.26830229116604e-06,1,1,2000,200,"4-7"
"498","pc4_bc",0.000997508597110861,"Positive",0.000332125531902642,"Positive",0.000855866955339303,"Positive",1.32951977248498e-05,"Positive",0.0100262307955609,"Positive",0.0700094118322907,0.0423830767317191,3.66815559264978,0.0554615262412586,0.120006844605715,2000,200,"4-7"
"499","pc5_bc",0.000523309168804756,"Positive",7.35167718440745e-10,"Boundary",0.000142914949247863,"Positive",0.000238575360439766,"Positive",0.00726501325909256,"Positive",0.0174930492262158,0.0294191094677665,0.314909950053334,0.57468275678208,0.656182627630271,2000,200,"4-7"
"500","asv_shannon_h",0.0396766114168763,"Positive",2.91784782452836e-08,"Boundary",0.0386773163828662,"Positive",0.00908066283950336,"Positive",0.288345129981677,"Positive",0.102925493998846,0.0522722087073384,4.11307166130155,0.0425530102302923,0.0981992543775977,2000,200,"4-7"
"501","c_Alphaproteobacteria",1.64333932642117e-05,"Positive",1.46895983993525e-11,"Boundary",9.29051793854067e-12,"Boundary",3.67339922394374e-06,"Positive",0.000145164327084967,"Positive",5.62137935201492e-08,1.42493957133012e-09,-5.54590224055573e-06,1,1,2000,200,"5-8"
"502","c_Bacilli",0.00183538710745512,"Positive",4.80320895561905e-10,"Boundary",4.25336337338452e-05,"Positive",0.000164138345003879,"Positive",0.00838515235652548,"Positive",0.00407909938416673,0.0172193687184369,0.0612101329770667,0.804593399136398,0.824708234114808,2000,200,"5-8"
"503","c_Gammaproteobacteria",0.000205334946259226,"Positive",3.46298278541969e-05,"Positive",9.51304196529005e-10,"Boundary",0.000333866062028784,"Positive",0.00151678658837922,"Positive",4.55034839227086e-07,1.82262351477934e-08,-1.07582927739713e-05,1,1,2000,200,"5-8"
"504","f_Acidaminococcaceae",7.59658891203509e-05,"Positive",1.16164823306649e-10,"Boundary",1.41103034957628e-05,"Positive",0.000115432340951804,"Positive",0.00114795435163136,"Positive",0.01042533374133,0.033245162493765,0.113546435861281,0.736142138499305,0.792007280370527,2000,200,"5-8"
"505","f_Atopobiaceae",4.25605720005664e-05,"Positive",4.97102289781285e-11,"Boundary",7.4784201009757e-06,"Positive",7.36200536349496e-05,"Positive",0.000491242288772694,"Positive",0.012161982868959,0.0390683850683657,0.104531655675601,0.746457788433691,0.792007280370527,2000,200,"5-8"
"506","f_Bacteroidales_RF16_group",4.3005367021077e-05,"Positive",5.32429870813859e-11,"Boundary",0.000197452953168487,"Positive",0.000120159050110805,"Positive",0.000876946727671608,"Positive",0.159549671000602,0.0739951721371749,5.00953610779288,0.0252080612748918,0.183179185989965,2000,200,"5-8"
"507","f_Burkholderiaceae",1.94300048242046e-05,"Positive",3.38338150482413e-11,"Boundary",1.38388574399727e-05,"Positive",4.86519333381186e-05,"Positive",0.000334349711998365,"Positive",0.0332448637664432,0.0429676075948225,0.830327724672316,0.362177781124167,0.556397731925788,2000,200,"5-8"
"508","f_Clostridiaceae_1",0.000305540309799262,"Positive",1.81181574576952e-10,"Boundary",8.72524303710449e-05,"Positive",1.14589291209922e-10,"Boundary",0.00179045748145281,"Positive",0.0399644610986709,0.015022492207794,4.40935847697619,0.0357422801931638,0.183179185989965,2000,200,"5-8"
"509","f_Clostridiales_vadinBB60_group",2.95008519680224e-05,"Positive",3.89864114772851e-11,"Boundary",1.49358218301795e-10,"Boundary",2.92422433386642e-05,"Positive",0.000385268271718522,"Positive",3.36383628974223e-07,8.64948461684452e-09,-7.75982698542066e-07,1,1,2000,200,"5-8"
"510","f_Desulfovibrionaceae",4.33044586622004e-05,"Positive",4.34835850303833e-11,"Boundary",7.85288410061705e-05,"Positive",9.60971890047674e-05,"Positive",0.000705076821357374,"Positive",0.0850793232656202,0.0603087460320427,2.54496086208928,0.110646652723637,0.292678242688329,2000,200,"5-8"
"511","f_Eggerthellaceae",1.68674248338295e-05,"Positive",4.12601068069863e-11,"Boundary",2.99654814335595e-05,"Positive",2.37718818202713e-05,"Positive",0.000407737194527661,"Positive",0.0626444676359091,0.0403972021726706,3.5766658628454,0.0585966486415523,0.204170878186065,2000,200,"5-8"
"512","f_Enterobacteriaceae",1.88422464212005e-05,"Positive",3.84942458920764e-11,"Boundary",8.99849742269737e-06,"Positive",3.35719842198071e-05,"Positive",0.000380404633921974,"Positive",0.0203670054934974,0.0379393554844233,0.320204421481321,0.57148482103303,0.699429183950873,2000,200,"5-8"
"513","f_Erysipelotrichaceae",2.94961071478488e-05,"Positive",2.17680084509995e-05,"Positive",7.8815104842055e-11,"Boundary",5.02382263513145e-05,"Positive",0.00123148587992772,"Positive",5.91266290942547e-08,1.29808634772562e-09,-3.42010025633499e-06,1,1,2000,200,"5-8"
"514","f_Family_XI_2II",0.000137462601635999,"Positive",3.32616010598126e-06,"Positive",2.09005039130848e-05,"Positive",4.46561612907266e-05,"Positive",0.00107935105689683,"Positive",0.0162561725692976,0.0312125698956201,0.274792584355964,0.600134834389267,0.713203716230723,2000,200,"5-8"
"515","f_Lachnospiraceae",0.000616807953133769,"Positive",7.20779067339955e-10,"Boundary",0.000442907680249834,"Positive",6.0592907666187e-10,"Boundary",0.00712282292836177,"Positive",0.0541283863308539,0.0161653424178398,6.12216684806663,0.0133497063301483,0.156382274153166,2000,200,"5-8"
"516","f_Pasteurellaceae",6.37667170264826e-05,"Positive",1.2836303358457e-06,"Positive",6.20766867397805e-05,"Positive",2.31149255298748e-05,"Positive",0.000605454445748937,"Positive",0.0821450073042094,0.0543614546686166,1.88652501343313,0.169594386879196,0.386298325669279,2000,200,"5-8"
"517","f_Prevotellaceae",0.00153325466915262,"Positive",1.76218705435431e-09,"Boundary",0.000377538388534553,"Positive",0.00267225880689284,"Positive",0.0174141382894755,"Positive",0.0171630265341178,0.049102677040616,0.0779105322735631,0.780149218833925,0.809775138536479,2000,200,"5-8"
"518","f_Ruminococcaceae",0.000569026612661593,"Positive",6.87514025221467e-10,"Boundary",0.00053225570728578,"Positive",0.000413209522349203,"Positive",0.00679409389688625,"Positive",0.0640609220330855,0.0426819616796746,3.04243929425866,0.0811139456986814,0.255820905665072,2000,200,"5-8"
"519","f_vadinBE97",0.000133821218944192,"Positive",0.000112253129968562,"Positive",0.0004290915871386,"Positive",4.11208110052254e-10,"Boundary",0.00189917474218578,"Positive",0.166680160953755,0.0362057231738228,6.51947589831434,0.0106699442022122,0.145822570763567,2000,200,"5-8"
"520","f_Veillonellaceae",0.000337770632843281,"Positive",0.000231377083862322,"Positive",0.000190261940936744,"Positive",0.000310773078924327,"Positive",0.00484297451758155,"Positive",0.0321760326606011,0.0465736970293377,0.535168344646081,0.464442048047117,0.606542460829543,2000,200,"5-8"
"521","g_[Eubacterium]_coprostanoligenes_group",7.27134198701014e-05,"Positive",8.49189385179383e-11,"Boundary",1.54127043824756e-05,"Positive",6.15442024110566e-05,"Positive",0.000839178868720436,"Positive",0.0155865051322612,0.0330726505570649,0.223193806181371,0.63661709973646,0.735247918005489,2000,200,"5-8"
"522","g_[Eubacterium]_hallii_group",3.21076406223777e-05,"Positive",5.67166292363192e-11,"Boundary",1.47699617449615e-05,"Positive",3.11607589283232e-05,"Positive",0.0005604803544514,"Positive",0.0231316014217911,0.0319304711076794,0.597028362408309,0.439714091895931,0.600942592257772,2000,200,"5-8"
"523","g_[Eubacterium]_ruminantium_group",3.03594011518203e-05,"Positive",6.81950637207052e-11,"Boundary",4.31303460852314e-11,"Boundary",3.30016268358073e-05,"Positive",0.000673911584674019,"Positive",5.84998531506621e-08,1.29055293117696e-09,-3.53391806129366e-06,1,1,2000,200,"5-8"
"524","g_Acidaminococcus",7.76535722857722e-05,"Positive",1.3635306173204e-06,"Positive",3.46861979952739e-05,"Positive",0.000148034104598784,"Positive",0.00117628841652065,"Positive",0.024120705945741,0.0486235882337776,0.18721863767496,0.665241673553224,0.737159692315735,2000,200,"5-8"
"525","g_Alloprevotella",8.30854284077787e-05,"Positive",7.88539862835678e-11,"Boundary",8.93656458092046e-05,"Positive",0.000247356050036524,"Positive",0.00193012812271786,"Positive",0.0380289809796434,0.0513378772722733,0.468482772326752,0.493685993477449,0.622803868694628,2000,200,"5-8"
"526","g_Bifidobacterium",0.000813633886623352,"Positive",3.30602826737305e-09,"Boundary",0.00293865954060353,"Positive",0.00152216022057341,"Positive",0.0326705574727108,"Positive",0.0774452081522515,0.0438964993978565,3.82981286150789,0.0503485539140414,0.1965991152834,2000,200,"5-8"
"527","g_Butyricicoccus",1.51841953665666e-05,"Positive",2.587379258687e-11,"Boundary",2.65984453425131e-06,"Positive",1.57824622975654e-06,"Positive",0.000255687840327516,"Positive",0.00966828927142816,0.0147938740936774,0.729285907404119,0.393114751651007,0.565533502375133,2000,200,"5-8"
"528","g_CAG-873",0.000167543817530464,"Positive",2.12761785863255e-10,"Boundary",0.000225142580612325,"Positive",0.000148988853891978,"Positive",0.0021025368178613,"Positive",0.0851454257621179,0.0488585653136689,3.88334663524256,0.0487672570187363,0.1965991152834,2000,200,"5-8"
"529","g_Campylobacter",1.95924586036922e-05,"Positive",6.24656833747426e-06,"Positive",8.19965364965734e-05,"Positive",7.35893981505638e-05,"Positive",0.000436650210966967,"Positive",0.13266434268437,0.0755165542631386,4.55212181888419,0.0328779791265816,0.183179185989965,2000,200,"5-8"
"530","g_Candidatus_Methanogranum",0.000577070936466027,"Positive",6.23948816714358e-05,"Positive",0.00103531485750393,"Positive",2.53874631866307e-09,"Boundary",0.00443886707860073,"Positive",0.169344795316687,0.035316479651097,13.5804937006651,0.000228548117565341,0.018740945640358,2000,200,"5-8"
"531","g_Christensenellaceae_R-7_group",5.57763595426793e-05,"Positive",7.70276265449692e-11,"Boundary",3.22779345838592e-06,"Positive",9.56989069978856e-05,"Positive",0.000761196002121162,"Positive",0.00352418003295585,0.0413392047177058,0.00388535090678488,0.950297981413879,0.950297981413879,2000,200,"5-8"
"532","g_Collinsella",5.16242839204705e-05,"Positive",1.18765329859563e-10,"Boundary",8.20902368864463e-05,"Positive",0.000116237186432105,"Positive",0.00117365286111889,"Positive",0.0576636461153628,0.0478803766365362,1.64333800214263,0.199868095522153,0.420235482892731,2000,200,"5-8"
"533","g_Coprococcus_2",3.87756080917956e-05,"Positive",2.63414548485222e-10,"Boundary",4.75038280563706e-11,"Boundary",5.03985299892727e-05,"Positive",0.000742247233080116,"Positive",5.71356618191067e-08,1.3635844508644e-09,-2.28541466640308e-07,1,1,2000,200,"5-8"
"534","g_Coriobacteriaceae_UCG-003",2.46493471285086e-05,"Positive",3.62205876036178e-11,"Boundary",1.96080507365042e-05,"Positive",2.80329457072313e-05,"Positive",0.000357936077158721,"Positive",0.0455761156007015,0.0425381329801771,1.14402432301358,0.284803571016842,0.46707785646762,2000,200,"5-8"
"535","g_Dialister",0.000220734959526198,"Positive",3.49126709647902e-05,"Positive",5.31322742498294e-05,"Positive",1.31958290305672e-10,"Boundary",0.00206184806296326,"Positive",0.0224127412719847,0.0177404122548235,1.29245783094484,0.255595497342991,0.459352509425406,2000,200,"5-8"
"536","g_Elusimicrobium",7.85409865615666e-05,"Positive",2.3486666806835e-10,"Boundary",0.000103766618226155,"Positive",0.000181816552903047,"Positive",0.0023209798455983,"Positive",0.0386452848837732,0.0466550403823044,0.514031140672159,0.47339899381818,0.606542460829543,2000,200,"5-8"
"537","g_Enterorhabdus",1.65129849445894e-05,"Positive",2.30045599646379e-11,"Boundary",2.79959041863659e-06,"Positive",8.68379763906239e-06,"Positive",0.000227333748436554,"Positive",0.010964590274836,0.0254853537465069,0.208820369767636,0.647693561218304,0.737159692315735,2000,200,"5-8"
"538","g_Erysipelotrichaceae_UCG-004",4.32927995237728e-05,"Positive",2.85908884294662e-05,"Positive",2.55653286373894e-05,"Positive",6.07559197442652e-06,"Positive",0.000770061822786708,"Positive",0.0292647959261803,0.0348182892608494,0.793003084492739,0.373193600681931,0.556397731925788,2000,200,"5-8"
"539","g_Faecalibacterium",0.000405924611534596,"Positive",3.19648772080684e-10,"Boundary",8.05298170522641e-05,"Positive",0.000459671061852386,"Positive",0.00315880649975248,"Positive",0.0196178185104819,0.0368934435876395,0.381046058233551,0.537043934747237,0.66723640377687,2000,200,"5-8"
"540","g_Family_XIII_AD3011_group",7.03733123724916e-05,"Positive",6.24232307302612e-11,"Boundary",3.60276561171693e-05,"Positive",3.02354581493767e-05,"Positive",0.000616873656929068,"Positive",0.0478131002068598,0.0393685677955696,1.66263940069257,0.197247333776465,0.420235482892731,2000,200,"5-8"
"541","g_Family_XIII_UCG-001",5.5358013384731e-05,"Positive",7.98417865430612e-06,"Positive",3.58722730502306e-11,"Boundary",1.37236238126575e-05,"Positive",0.000560504205771209,"Positive",5.62640491480452e-08,1.41120144857441e-09,-4.1963085095631e-06,1,1,2000,200,"5-8"
"542","g_GCA-900066575",3.57327234966082e-06,"Positive",1.07548494018187e-11,"Boundary",1.16893664032007e-06,"Positive",4.62200518174574e-06,"Positive",0.000106280677924046,"Positive",0.0101079823797334,0.0263607858776322,0.166279515739006,0.683439710967974,0.747227417324984,2000,200,"5-8"
"543","g_Helicobacter",1.05795677093075e-05,"Positive",9.72448011764925e-11,"Boundary",4.20716670351213e-11,"Boundary",4.19226363565817e-05,"Positive",0.000287327417408046,"Positive",1.23802185356773e-07,3.70207192901736e-09,-7.58554597268812e-06,1,1,2000,200,"5-8"
"544","g_Lachnoclostridium",2.78996267320854e-05,"Positive",1.08185328155579e-06,"Positive",1.15748713966695e-05,"Positive",9.52297284846108e-06,"Positive",0.000252403421227488,"Positive",0.0382662203692385,0.0379252496845128,0.997668972277097,0.317875206494131,0.501264748702283,2000,200,"5-8"
"545","g_Lachnospira",1.7287682107994e-05,"Positive",3.10310300522099e-11,"Boundary",3.32995229775673e-05,"Positive",4.11479088570694e-06,"Positive",0.000306652263310409,"Positive",0.092152006687815,0.0456309992107676,5.58811548361155,0.0180827404651533,0.183179185989965,2000,200,"5-8"
"546","g_Lachnospiraceae_FCS020_group",1.06347051908736e-05,"Positive",2.82990688572483e-06,"Positive",2.00248658552342e-06,"Positive",2.18348754910921e-11,"Boundary",0.000149438371446369,"Positive",0.0121432376928425,0.0173716186992854,0.192179665071308,0.661108659159339,0.737159692315735,2000,200,"5-8"
"547","g_Lachnospiraceae_ND3007_group",1.82222137495103e-05,"Positive",4.71919228670512e-06,"Positive",9.13260935801314e-06,"Positive",1.40580742199983e-11,"Boundary",0.000219657385923645,"Positive",0.0362791801109689,0.0206552725727968,1.9526911114408,0.1622971527609,0.384294963264145,2000,200,"5-8"
"548","g_Lachnospiraceae_NK3A20_group",0.00012921120502106,"Positive",6.93869189803434e-05,"Positive",1.52407790222871e-10,"Boundary",8.58769722834859e-05,"Positive",0.00238137146460158,"Positive",5.71705002627615e-08,1.39922870120693e-09,-2.83663393929601e-06,1,1,2000,200,"5-8"
"549","g_Lactobacillus",1.71685736244249e-05,"Positive",6.76364886227749e-11,"Boundary",0.000120162886320275,"Positive",4.08558577343096e-10,"Boundary",0.000668391680316317,"Positive",0.149136606977964,0.0267937948935051,11.3440213166614,0.000756912472473226,0.0213059559813477,2000,200,"5-8"
"550","g_Libanicoccus",6.92640252384006e-06,"Positive",4.12221200863363e-11,"Boundary",3.71196256708261e-05,"Positive",2.69253376343167e-05,"Positive",0.000196652517445014,"Positive",0.138700700024167,0.0678557066758971,4.48000236569169,0.0342936735675839,0.183179185989965,2000,200,"5-8"
"551","g_Marvinbryantia",2.38012897779514e-05,"Positive",2.76916487436656e-11,"Boundary",8.96482045282564e-06,"Positive",9.29149401473804e-11,"Boundary",0.000273652107189306,"Positive",0.029256801373439,0.0133232960353032,1.36717995423714,0.242296998089478,0.459352509425406,2000,200,"5-8"
